rc_index_no,rc_book,rc_continent,rc_patria_original,rc_patria,rc_list_number_original,rc_list_number,weber_list_no,pp_page,schnetz_page,rc_toponym,weber_look_up_key,weber_no,tp_name_weber,tp_alt_name_weber,talbert_gridsquare,talbert_id,rc_name_weber,rc_name,rc_uri,rc_page,rc_itinerary,rc_itin_no,ku_id,on_tp,pleiades_id,ku_gridsquare,ku_name_lookup,talbert_name_lookup,pleiades_name_lookup,ku_uri_lookup,talbert_uri_lookup,pleiades_uri_lookup,rep_lat,rep_long,ku_x,ku_y,region_id,region,primary_source,other_sources
2809,4,Europa,Italia,Italia [interior],36b,32m,32,285,74,Civitas Nova,32 Civitas Nova,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2810,4,Europa,Italia,Italia [interior],36b,32m,32,285,74,Sabbatis,32 Sabbatis,,,,,1237,,,,,,,259,TRUE,416850, 4B2,Sabate,Sabate,Sabate,https://tp-online.ku.de/trefferanzeige_en.php?id=259,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1237.html,https://pleiades.stoa.org/places/416850,42.12195862,12.23321261,0.188582745,-0.018849175,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2811,4,Europa,Italia,Italia [interior],36b,32m,32,285,74,Foro Glodi,32 Foro Glodi,#N/A,,,,1236,,,,,,,258,TRUE,413145, 4B2,Foro Clodo,Foro clodo,Forum Clodii,https://tp-online.ku.de/trefferanzeige_en.php?id=258,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1236.html,https://pleiades.stoa.org/places/413145,42.126751,12.167955,0.184637831,-0.018914801,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2812,4,Europa,Italia,Italia [interior],36b,32n,32,285,74,Bacanis,32 Bacanis,,,,,1222,,,,,,,243,TRUE,413050, 4B3,Vacanas,Vacanas,Baccanae,https://tp-online.ku.de/trefferanzeige_en.php?id=243,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1222.html,https://pleiades.stoa.org/places/413050,42.12663745,12.36009347,0.197866378,-0.019282745,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2813,4,Europa,Italia,Italia [interior],36e,32n,32,285,74,Sudrio Magnensis,32 Sudrio Magnensis,,,,,1230,,,,,,,252,TRUE,413328, 4B3,Sutrio,Svtrio,Sutrium,https://tp-online.ku.de/trefferanzeige_en.php?id=252,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1230.html,https://pleiades.stoa.org/places/413328,42.242794,12.220462,0.191840566,-0.019206479,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2814,4,Europa,Italia,Italia [interior],36e,32n,32,285,74,Foro Casi,32 Foro Casi,#N/A,,,,1228,,,,,,,249,TRUE,413144, 4B1,Foro Cassi,Foro cassi,Forum Cassii,https://tp-online.ku.de/trefferanzeige_en.php?id=249,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1228.html,https://pleiades.stoa.org/places/413144,42.33063434,12.07159653,0.17709675,-0.019101655,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2815,4,Europa,Italia,Italia [interior],36e,32n,32,285,74,Beturbon,32 Beturbon,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2816,4,Europa,Italia,Italia [interior],36e,32n,32,285,74,Balneon regis,32 Balneon regis,,,,,,,,,,,,,FALSE,413052,,,,Balneum Regis,,,https://pleiades.stoa.org/places/413052,42.6275932,12.102333,,,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2817,4,Europa,Italia,Italia [interior],36e,32n,32,285,74,Orbevetus,32 Orbevetus,,,,,,,,,,,,0,FALSE,413373,,,,Velzna/*Volsinii Veteres/Urbiventus,,,https://pleiades.stoa.org/places/413373,42.716449,12.111566,,,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2818,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Bulsinis,32 Bulsinis,#N/A,,,,1226,,,,,,,247,TRUE,413389, 4B1,Volsinis,Volsinis,Volsinii,https://tp-online.ku.de/trefferanzeige_en.php?id=247,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1226.html,https://pleiades.stoa.org/places/413389,42.64802742,11.98510784,0.167628161,-0.018043491,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2819,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Pallia,32 Pallia,#N/A,,,,1225,,,,,,,246,TRUE,413243, 3B5,Pallia Fluvius,Pallia Fl.,Pallia (river),https://tp-online.ku.de/trefferanzeige_en.php?id=246,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1225.html,https://pleiades.stoa.org/places/413243,42.77441254,11.94530666,0.163743556,-0.017780786,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2820,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Clusion,32 Clusion,#N/A,,,,1100,,,,,,,110,TRUE,413096, 3B5,Clusio,Clvsio,Clusium,https://tp-online.ku.de/trefferanzeige_en.php?id=110,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1100.html,https://pleiades.stoa.org/places/413096,43.016515,11.9477359,0.157364652,-0.017016567,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2821,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Ad novas,32 Ad novas,#N/A,,,,1098,,,,,,,106,TRUE,416770, 3B4,Ad nouas (Ad Novas),Adnovas,Ad Novas,https://tp-online.ku.de/trefferanzeige_en.php?id=106,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1098.html,https://pleiades.stoa.org/places/416770,43.3190171,11.8173473,0.154050774,-0.017113149,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2822,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Maliani,32 Maliani,#N/A,,,,1114,,,,,,,124,TRUE,413189, 3B4,Manliana,Manliana,Manliana,https://tp-online.ku.de/trefferanzeige_en.php?id=124,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1114.html,https://pleiades.stoa.org/places/413189,43.1667601,11.7716466,0.148992477,-0.017758866,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2823,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Mensulis,32 Mensulis,#N/A,,,,1113,,,,,,,123,TRUE,416768, 3B4,Ad Mensulas,Ad Mensvlas,Ad Mensulas,https://tp-online.ku.de/trefferanzeige_en.php?id=123,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1113.html,https://pleiades.stoa.org/places/416768,0,0,0.145634661,-0.01765525,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2824,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Umbro,32 Umbro,,,,,1095,,,,,,,122,TRUE,413362, 3B3,Umbro Flumen,Vmbro Fl. (1),*Umbro (river),https://tp-online.ku.de/trefferanzeige_en.php?id=103,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1095.html,https://pleiades.stoa.org/places/413362,43.43274944,11.58123815,0.143395567,-0.017730936,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2825,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Sena Iulia,32 Sena Iulia,#N/A,,,,1111,,,,,,,121,TRUE,413293, 3B3,Sena Iulia,Sena Ivlia,Saena,https://tp-online.ku.de/trefferanzeige_en.php?id=121,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1111.html,https://pleiades.stoa.org/places/413293,43.3186243,11.3310777,0.138213214,-0.017818016,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2826,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Sesta,32 Sesta,#N/A,,,,1110,,,,,,,120,TRUE,416771, 3B3,Ad Sextum,Adsextvm,Ad Sextum,https://tp-online.ku.de/trefferanzeige_en.php?id=120,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1110.html,https://pleiades.stoa.org/places/416771,0,0,0.134207971,-0.017848263,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2827,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Aquis Populo,32 Aquis Populo,#N/A,,,,1109,,,,,,,119,TRUE,409214, 3B2,Aquae Populaniae,Aqv(a)e Popvlani(a)e,Aquae Populoniae,https://tp-online.ku.de/trefferanzeige_en.php?id=119,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1109.html,https://pleiades.stoa.org/places/409214,42.96637683,10.67975811,0.130847647,-0.018040951,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2828,4,Europa,Italia,Italia [interior],36e,32n,32,286,74,Bulterrae,32 Bulterrae,,,,,1106,,,,,,,116,TRUE,557118966, 3B2,Aquas volaternas (Aquas Volaternas),Aqvas volaternas,Aquas volaternas,https://tp-online.ku.de/trefferanzeige_en.php?id=116,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1106.html,https://pleiades.stoa.org/places/557118966,43.2482228,10.8797918,0.126466774,-0.018364536,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2829,4,Europa,Italia,Italia [interior],36f,32o,32,286,74,Mensulis,32 Mensulis,#N/A,,,,1113,,,,,,,123,TRUE,416768, 3B4,Ad Mensulas,Ad Mensvlas,Ad Mensulas,https://tp-online.ku.de/trefferanzeige_en.php?id=123,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1113.html,https://pleiades.stoa.org/places/416768,0,0,0.145634661,-0.01765525,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2830,4,Europa,Italia,Italia [interior],36f,32o,32,286,74,"Tifernum, quae et felicissimum dicitur","32 Tifernum, quae et felicissimum dicitur",,,,,,,,,,,,0,FALSE,413339,,,,Tifernum Tiberinum,,,https://pleiades.stoa.org/places/413339,43.4574214,12.2403118,,,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2831,4,Europa,Italia,Italia [interior],36f,32o,32,286,74,Aretia,32 Aretia,#N/A,,,,1096,,,,,,,104,TRUE,413032, 3B4,Adretio,Adretio,Arretium,https://tp-online.ku.de/trefferanzeige_en.php?id=104,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1096.html,https://pleiades.stoa.org/places/413032,43.471274,11.863048,0.14952864,-0.015787083,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2832,4,Europa,Italia,Italia [interior],36f,32o,32,287,74,Graecae,32 Graecae,#N/A,,,,1099,,,,,,,107,TRUE,416764, 3B4,Ad Grecos,Adgrecos,Ad Grecos,https://tp-online.ku.de/trefferanzeige_en.php?id=107,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1099.html,https://pleiades.stoa.org/places/416764,0,0,0.150454798,-0.017042569,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2833,4,Europa,Italia,Italia [interior],36f,32o,32,287,74,Lugaria,32 Lugaria,#N/A,,,,1097,,,,,,,105,TRUE,416765, 3B4,Ad Ioglandem,Adioglandem,Ad Ioglandem,https://tp-online.ku.de/trefferanzeige_en.php?id=105,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1097.html,https://pleiades.stoa.org/places/416765,0,0,0.146577897,-0.016782887,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2834,4,Europa,Italia,Italia [interior],36f,32o,32,287,74,Umbrion,32 Umbrion,#N/A,,,,1095,,,,,,,103,TRUE,413362, 3B3,Umbro Flumen,Vmbro Fl. (1),*Umbro (river),https://tp-online.ku.de/trefferanzeige_en.php?id=103,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1095.html,https://pleiades.stoa.org/places/413362,43.43274944,11.58123815,0.143045123,-0.016209003,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2835,4,Europa,Italia,Italia [interior],36f,32o,32,287,74,Beturnis,32 Beturnis,#N/A,,,,1094,,,,,,,102,TRUE,416780, 3B3,Bituriza,Bitvriza,Biturgia,https://tp-online.ku.de/trefferanzeige_en.php?id=102,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1094.html,https://pleiades.stoa.org/places/416780,0,0,0.14025963,-0.016268916,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2836,4,Europa,Italia,Italia [interior],36f,32o,32,287,74,Equilia,32 Equilia,#N/A,,,,1093,,,,,,,101,TRUE,416763, 3B3,Ad Aquileiam,Ad Aqvileia,Ad Aquilam,https://tp-online.ku.de/trefferanzeige_en.php?id=101,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1093.html,https://pleiades.stoa.org/places/416763,0,0,0.137041706,-0.016308705,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2837,4,Europa,Italia,Italia [interior],36f,32o,32,287,74,"Floria, Florentia","32 Floria, Florentia",,,,,1086,,,,,,,93,TRUE,413138, 3B3,Florentia Tuscorvm (Florentia Tuscorum),Florentia Tvscorvm,Florentia,https://tp-online.ku.de/trefferanzeige_en.php?id=93,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1086.html,https://pleiades.stoa.org/places/413138,43.768755,11.256929,0.133810748,-0.01596935,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2838,4,Europa,Italia,Italia [interior],36f,32o,32,287,74,Solaria,32 Solaria,#N/A,,,,1085,,,,,,,92,TRUE,403173, 3B2,Ad Solaria,Ad solaria,Ad Solaria,https://tp-online.ku.de/trefferanzeige_en.php?id=92,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1085.html,https://pleiades.stoa.org/places/403173,43.829747,11.116262,0.129584078,-0.015316028,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2839,4,Europa,Italia,Italia [interior],36f,32o,32,287,74,Eleana,32 Eleana,#N/A,,,,1084,,,,,,,91,TRUE,403218, 3B2,Hellana,Hellana,Hellana,https://tp-online.ku.de/trefferanzeige_en.php?id=91,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1084.html,https://pleiades.stoa.org/places/403218,43.886472,10.995417,0.125710954,-0.015067713,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2840,4,Europa,Italia,Italia [interior],36f,32o,32,287,74,Pisturias,32 Pisturias,#N/A,,,,1082,,,,,,,90,TRUE,403254, 3B1,Pistoris,Pistoris,Pistoriae,https://tp-online.ku.de/trefferanzeige_en.php?id=90,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1082.html,https://pleiades.stoa.org/places/403254,43.932766,10.9182435,0.119828464,-0.015375999,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2841,4,Europa,Italia,Italia [interior],36f,32o,32,287,74,Martis,32 Martis,,,,,1081,,,,,,,89,TRUE,409213, 3B1,Admartis,Admartis,Ad Martis,https://tp-online.ku.de/trefferanzeige_en.php?id=89,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1081.html,https://pleiades.stoa.org/places/409213,0,0,0.116775969,-0.015733196,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2842,4,Europa,Italia,Italia [interior],36g,32p,32,287,74,"Floria, Florentia","32 Floria, Florentia",,,,,1086,,,,,,,93,TRUE,413138, 3B3,Florentia Tuscorvm (Florentia Tuscorum),Florentia Tvscorvm,Florentia,https://tp-online.ku.de/trefferanzeige_en.php?id=93,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1086.html,https://pleiades.stoa.org/places/413138,43.768755,11.256929,0.133810748,-0.01596935,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2843,4,Europa,Italia,Italia [interior],36g,32p,32,287,74,Fesulis,32 Fesulis,,,,,,,,,,,,0,FALSE,413124,,,,Faesulae,,,https://pleiades.stoa.org/places/413124,43.8070785,11.2926275,,,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2844,4,Europa,Italia,Italia [interior],36g,32p,32,287,74,Arnum,32 Arnum,#N/A,,,,,,,,,,,0,FALSE,0,0,0,0,0,0,0,0,0,0,,,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2845,4,Europa,Italia,Italia [interior],36g,32p,32,287,74,Portum,32 Portum,#N/A,,,,,,,,,,,0,FALSE,0,0,0,0,0,0,0,0,0,0,,,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2846,4,Europa,Italia,Italia [interior],36g,32p,32,287,74,Balbatum,32 Balbatum,#N/A,,,,,,,,,,,0,FALSE,0,0,0,0,0,0,0,0,0,0,,,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2847,4,Europa,Italia,Italia [interior],36g,32p,32,287,74,Luca,32 Luca,#N/A,,,,1080,,,,,,,88,TRUE,403234, 3B1,Luca,Lvca,Luca,https://tp-online.ku.de/trefferanzeige_en.php?id=88,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1080.html,https://pleiades.stoa.org/places/403234,43.84184,10.50703,0.11356955,-0.016570653,4.32,Italy cont (from straits of sicily),Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2848,4,Europa,Britania in the Marshes (Armorica),Britania in the Marshes (Armorica),39a,39a,39,295,76,Ebris,39 Ebris,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.39,Britain in the Marshes (Armorica),Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2849,4,Europa,Britania in the Marshes (Armorica),Britania in the Marshes (Armorica),39a,39a,39,295,76,Venetis,39 Venetis,,,,,,,,,,,,0,FALSE,138643,,,,Venetia,,,https://pleiades.stoa.org/places/138643,47.76930581,-2.783153,,,4.39,Britain in the Marshes (Armorica),Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2850,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Buturicas,40 Buturicas,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2851,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Arivernis,40 Arivernis,,,,,,,,,,,,0,FALSE,0,0,0,0,0,0,0,0,0,0,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2852,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Argentine,40 Argentine,303,Argantomago,Arganтomago. xıııı. | xxvııı.,R. Talbert: * 1B3 ,695,IV40 Argentine,Argentine,"<a href=""sources.html?pars=4&amp;typ=rc#c40""",4,c40,40,3136,TRUE,138192, 1B3,Argantomago,Argantomago,*Argentomagus,https://tp-online.ku.de/trefferanzeige_en.php?id=3136,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace695.html,https://pleiades.stoa.org/places/138192,46.599368,1.515499,0.02922064,-0.014238355,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2853,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Limodicas,40 Limodicas,,,,,693,,,,,,,3134,TRUE,138422, 1B3,Lemvno (Lemuno),Lemvno,Limonum,https://tp-online.ku.de/trefferanzeige_en.php?id=3134,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace693.html,https://pleiades.stoa.org/places/138422,46.5836465,0.3459905,0.026833119,-0.013115824,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2854,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Pictavis,40 Pictavis,,,,,,,,,,,,0,FALSE,138515,,,,Pictones,,,https://pleiades.stoa.org/places/138515,46.61252212,-0.7315292,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2855,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Mediolano Santinis,40 Mediolano Santinis,1235,Mediolano Sanco(rum),Мedıolano Sancoꝝ.,R. Talbert: Mediolano Sancor(vm) 1B1 ,700,IV40 Mediolano Santinis,Mediolano Santinis,"<a href=""sources.html?pars=4&amp;typ=rc#c40""",4,c40,40,3142,TRUE,138458, 1B1,Mediolano Sancorum,Mediolano Sancor(vm),Mediolanum,https://tp-online.ku.de/trefferanzeige_en.php?id=3142,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace700.html,https://pleiades.stoa.org/places/138458,45.744175,-0.633389,0.009965019,-0.013030481,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2856,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Gilissima,40 Gilissima,,,,,,,,,,,,0,FALSE,138392,,,,Iculisma/*Ecolisna,,,https://pleiades.stoa.org/places/138392,45.648604,0.156257,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2857,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Periagoris,40 Periagoris,,,,,,,,,,,,0,FALSE,0,0,0,0,0,0,0,0,0,0,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2858,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Aginnis,40 Aginnis,152,Aginnum,Agınnum.,R. Talbert: Aginnvm 1B2 ,735,IV40 Aginnis,Aginnis,"<a href=""sources.html?pars=4&amp;typ=rc#c40""",4,c40,40,3180,TRUE,138169, 1B2,Aginnum,Aginnvm,Aginnum,https://tp-online.ku.de/trefferanzeige_en.php?id=3180,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace735.html,https://pleiades.stoa.org/places/138169,44.204908,0.62001,0.016112183,-0.015878308,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2859,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Caturcium,40 Caturcium,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2860,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Rodingis,40 Rodingis,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2861,4,Europa,Guasconia,Guasconia,40a,40a,40,297,77,Albigi,40 Albigi,,,,,,,,,,,,0,FALSE,138172,,,,Alingo,,,https://pleiades.stoa.org/places/138172,44.555584,-0.249733,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2862,4,Europa,Guasconia,Guasconia,40a,40a,40,298,77,Bordicalon,40 Bordicalon,479,Burdegalo,[Bu]rꝺegalo.,R. Talbert: ++rd+galo 1B1 ,697,IV40 Bordicalon,Bordicalon,"<a href=""sources.html?pars=4&amp;typ=rc#c40""",4,c40,40,3138,TRUE,138248, 1B1,[.]rd[.]galo (Burdegalo Miller)),++rd+galo,Burdigala,https://tp-online.ku.de/trefferanzeige_en.php?id=3138,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace697.html,https://pleiades.stoa.org/places/138248,44.837205,-0.576533,0.004268317,-0.014090949,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2863,4,Europa,Guasconia,Guasconia,40b,40b,40,298,77,Blavia,40 Blavia,447,Blavia,Blauıa. xxıı.,R. Talbert: * 1B1 ,698,IV40 Blavia,Blavia,"<a href=""sources.html?pars=4&amp;typ=rc#c40""",4,c40,40,3139,TRUE,138230, 1B1,Blauia (Blavia),Blavia,Blauto/Blavia,https://tp-online.ku.de/trefferanzeige_en.php?id=3139,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace698.html,https://pleiades.stoa.org/places/138230,45.12907,-0.661382,0.006060768,-0.013273065,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2864,4,Europa,Guasconia,Guasconia,40b,40b,40,298,77,Tholosa,40 Tholosa,1936,Tolosa,Tolosa.,R. Talbert: * 1B1 ,755,IV40 Tholosa,Tholosa,"<a href=""sources.html?pars=4&amp;typ=rc#c40""",4,c40,40,3202,TRUE,246694, 1B1,Tolosa,Tolosa,Tolosa,https://tp-online.ku.de/trefferanzeige_en.php?id=3202,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace755.html,https://pleiades.stoa.org/places/246694,43.604175,1.443246,0.011334729,-0.016713198,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2865,4,Europa,Guasconia,Guasconia,40b,40b,40,298,77,Luci,40 Luci,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2866,4,Europa,Guasconia,Guasconia,40b,40b,40,298,77,Cantilia,40 Cantilia,,,,,,,,,,,,0,FALSE,0,0,0,0,0,0,0,0,0,0,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
